x,y
752,1174
1653,420
1065,843
680,487
2027,1999
1090,1294
1849,1271
889,2187
2119,1690
2184,501
898,2273
77,1574
2315,1025
942,1562
677,1083
811,2169
2181,488
2368,225
789,2425
596,1229
2359,2193
1386,2375
1871,1940
1958,1345
655,1376
1693,1728
1790,1884
2365,780
1905,794
2284,476
948,1905
1752,1479
64,1048
348,1076
2424,406
530,2260
580,1707
714,1381
870,2345
1523,1821
795,2264
1624,816
2243,1407
1426,710
1504,1022
2215,1277
2296,63
1004,2113
895,516
2215,614
148,1121
2020,113
1264,2261
67,1139
1577,900
564,2321
2489,297
1189,1826
592,262
1526,793
2168,232
832,309
1261,1784
673,1911
1348,965
1954,2206
1652,1675
804,699
1217,2418
2274,1152
1214,1002
882,627
1195,2158
1454,1621
1608,593
723,973
2486,1557
1410,519
1633,1250
729,2032
1108,2060
2308,1609
1416,2272
1170,2011
229,1933
2208,1329
2029,2268
639,246
2358,999
2252,350
754,776
1413,2269
2411,839
2358,1346
397,1730
341,1920
601,2143
816,470
726,1097
2099,610
567,2127
2320,1081
947,1568
322,1071
2417,123
54,1438
1963,2448
1142,2233
1957,1706
428,1947
1117,169
2124,1690
1829,2343
2451,270
2052,1019
679,1490
1073,259
1160,2386
2077,344
2264,321
1179,1687
953,637
791,1585
2289,1599
1335,52
1003,1591
844,1777
825,1423
1567,1685
503,2168
1907,2206
1922,1820
2108,272
1620,1813
2454,268
509,787
1947,2419
1475,318
378,2306
2239,730
1994,1298
2248,1127
2089,165
38,922
278,2005
2133,1496
1838,2059
393,1
607,1584
644,1614
856,940
1132,1469
2220,2499
853,1857
2223,2272
1579,483
2410,2489
2198,210
1916,2196
1238,1928
1632,1731
1579,2124
1629,1541
1925,2152
1666,561
396,1557
656,1222
1984,1428
2048,2450
1666,1428
2407,1913
2444,709
859,1962
896,1232
681,1906
625,1904
1490,1332
1091,1851
1384,207
427,1770
287,2342
1153,652
952,2063
2095,1473
1381,1582
159,1556
712,2011
2394,1638
1178,1996
2235,1942
1803,1523
550,2195
271,2390
1828,902
815,2325
1002,1804
603,1299
430,1773
2391,2423
790,265
2260,1254
1719,1324
2341,2423
949,1432
2456,1459
2366,2202
868,1224
1008,2052
1287,1132
955,1551
796,521
893,523
40,1597
2054,1591
2434,1922
1075,1783
224,158
1231,276
2325,1500
880,2269
802,940
1703,650
1731,1425
880,632
2200,618
1106,1950
115,2433
721,580
587,1055
1887,1998
336,2113
492,1157
2046,869
1977,866
743,1916
1193,1203
130,1511
1896,782
2409,834
2406,1418
2228,2282
420,1132
518,1553
705,1435
792,1914
183,2423
783,1896
1899,1292
423,841
1790,219
1721,1968
967,908
602,1984
1746,165
1559,1660
1467,1612
2278,2293
2206,522
1333,43
1540,1119
2321,1616
1271,2087
1146,664
761,766
708,1427
429,686
1517,207
929,814
2212,1806
2106,265
2452,893
1233,280
1143,309
867,2354
2193,943
1389,1729
776,54
1052,1591
2421,1537
407,8
873,1270
2396,1589
1792,2150
485,980
2084,471
17,86
201,1509
1080,1791
1320,2222
1889,835
895,818
148,895
823,2013
1033,995
2001,2273
742,1175
895,2391
1298,393
2399,1600
1429,1069
1733,1055
1261,2018
1192,2295
1973,1568
1708,1063
1376,600
804,465
2087,167
589,1169
963,1712
1848,1846
2308,295
1764,2470
1917,1384
95,1769
1086,2190
229,1703
2467,1182
1351,2270
916,1993
701,537
1951,1763
523,1485
657,1619
1904,2480
2004,2499
2473,130
1586,440
1895,390
4,1998
1360,1017
453,2429
384,2460
135,501
601,1515
1798,2376
1592,904
1117,947
2035,1712
1564,1654
2174,766
294,2245
794,1173
1185,1296
281,2342
710,1301
1123,776
2038,711
666,1767
975,915
1648,1677
894,577
2267,1146
110,48
2348,1005
2242,1128
2329,1619
744,42
691,549
2304,1611
1500,1633
2248,1437
2239,1429
2044,358
1576,1188
1297,1477
462,796
912,869
1707,382
1947,1295
2025,343
828,1429
1626,1858
2248,2259
1132,1195
1372,1754
2220,2217
1194,1538
1434,1077
1554,630
1409,1069
156,2185
594,1225
1629,1391
415,2485
2338,1991
1710,1276
1272,1000
474,1403
181,1487
2363,2168
1110,172
3,1687
2028,487
1919,1530
1015,2292
1534,1116
1654,425
1465,571
2229,1567
315,2142
2313,2116
2257,122
1403,1599
2254,2242
1956,1771
890,2190
125,1607
402,2018
2167,2172
346,1184
2204,2282
2497,2448
890,1829
162,2390
1044,1896
519,2422
1934,145
2210,1702
159,2407
1563,1941
1962,1418
433,125
815,2083
793,2265
734,2097
2419,1173
1359,443
2400,1499
1591,1288
1119,1903
930,1793
40,1811
715,833
1008,2005
2397,1506
2054,1817
2132,421
846,1705
1446,1124
1840,479
2272,1140
606,1525
1678,551
2110,1960
562,1607
1131,2170
1371,1419
221,1518
740,2210
1818,1862
515,2427
1433,2332
442,1849
1650,1357
1578,1322
2063,2275
336,1847
24,153
1628,1728
2409,1247
568,2006
2356,1010
1137,1243
2197,562
1896,612
649,2119
1527,1566
1017,1189
1796,1435
74,946
2362,1342
590,346
1868,2205
1014,1290
1483,2297
1846,2389
2033,1394
1927,1984
864,687
1140,2232
1115,166
543,945
1461,94
2315,1629
1631,1110
1668,2028
1562,619
1721,202
2446,1456
8,1941
2278,1951
102,1753
2284,816
2321,1850
2125,372
1414,1306
1361,1296
733,1253
770,1425
1358,1768
1958,2215
1277,2024
549,2187
217,1714
1099,1596
1146,2121
64,223
1118,2067
304,590
1920,1662
2103,690
36,925
2290,919
873,2024
1774,1810
1046,2255
1186,1291
1596,1858
1523,802
536,1240
2162,1929
1342,2290
1976,2056
111,537
1395,1072
960,1555
1911,2120
2464,166
2268,1140
2305,1254
2408,2472
717,1929
636,1855
2461,263
1923,2393
1016,2002
1627,1255
1714,2022
45,157
1479,982
1214,1069
882,1578
2026,2143
1013,576
1513,1672
160,696
2068,1953
1580,1638
1488,1686
1089,1157
1801,1867
1329,2454
1013,1189
2199,853
2032,1875
542,889
1580,2249
1561,311
1282,336
2339,1442
2439,2351
751,1657
422,683
316,1450
2411,1916
2049,2449
1667,1419
1139,2488
1832,2066
1360,751
1491,1611
769,685
972,876
2102,1377
241,1819
384,1320
953,1961
1767,1512
478,1676
1882,398
2174,1935
1257,923
872,183
1204,694
2192,73
2136,2107
1026,1534
2217,1578
1729,1061
791,526
353,1766
2367,1784
819,2093
1095,1596
2102,2091
1704,1073
1545,2291
2083,177
431,399
1051,1722
2108,1732
2367,2205
2019,1836
350,213
387,1901
663,1308
375,290
306,1895
1207,1731
1032,349
1029,1947
850,1896
1726,2028
2248,46
1500,978
663,2122
741,1042
2354,1146
265,2399
1194,2300
878,2429
184,2409
719,1851
1916,293
1169,1798
1925,199
1800,1684
806,2169
747,2427
728,961
474,1109
22,87
3,1933
2407,1421
1138,1243
965,909
2338,372
706,2388
368,1435
990,464
1582,1312
1091,1287
1018,1325
47,1829
706,827
1225,793
884,2262
918,140
2316,1074
1672,2035
505,539
318,1084
1803,527
81,2160
703,1535
371,126
318,603
2207,936
1563,1659
140,667
1906,1378
1069,954
2057,823
2054,2361
2012,270
1544,1308
430,692
2419,1899
790,1344
977,2255
2400,1249
734,1670
386,1702
1025,1945
1906,2476
815,1015
796,1149
464,2046
2213,13
556,49
849,57
999,1227
1990,748
1725,1189
330,1406
1678,825
980,1300
2353,779
1125,2042
643,988
1346,1669
2138,1490
283,2013
1597,1116
1352,2274
2306,50
2350,1767
1737,445
2116,1721
743,1168
1924,1667
414,1520
618,2391
1280,2046
808,699
1656,331
1949,240
2409,302
1924,2278
568,2311
724,1219
2063,823
1896,1845
2437,2354
1584,439
1243,1982
2300,1600
1014,1564
652,1079
1065,1638
1109,2073
2097,2022
99,2028
1765,2469
2468,1179
624,865
1442,2336
2253,455
596,271
267,2393
2172,761
1827,891
504,991
2030,342
543,1280
1336,958
2128,1919
1274,2234
2030,1773
1442,1130
1718,1523
342,1074
2321,1068
2418,232
2471,118
1049,1096
1964,2435
1333,1524
1992,1432
1118,174
214,1356
2346,1004
1233,884
904,1236
848,1302
599,1295
373,293
839,1308
329,1927
326,2121
1680,1936
1811,538
714,1606
2243,2081
801,1137
86,2021
2193,2125
764,684
279,2354
2374,1892
2455,273
1552,361
1130,781
2330,1494
1077,1282
1995,1283
1646,1357
463,2438
1817,891
2249,1182
1867,2196
394,1691
1861,2390
1030,1452
1839,2074
1501,1607
2159,1048
767,617
2087,635
20,84
2202,1983
338,1683
2361,790
95,1341
160,974
1783,887
2202,2281
1917,2209
2143,2157
2004,604
941,606
2032,1145
1167,1604
2358,1536
657,1071
1801,538
751,2199
788,2435
1932,1696
1201,682
576,1177
782,2169
2302,381
654,1516
2052,2370
1198,1769
1491,1377
620,2409
2152,1286
1357,440
947,2136
688,545
2264,1539
372,1034
2105,1537
972,1597
554,54
1935,150
1185,2252
819,166
863,1957
2457,813
141,2323
1542,367
2127,1690
791,2233
2038,1694
1639,1193
666,686
2055,181
981,2115
2401,1253
147,1263
1129,1073
462,1352
2248,324
2488,307
610,1766
418,1266
2133,2363
1732,1327
490,1848
72,957
1688,1933
881,1773
1623,1735
1554,74
1481,2298
2086,2130
694,1549
1194,589
2438,1923
675,496
968,326
1350,2412
1551,1388
993,245
1440,1460
1666,338
806,949
2382,1211
940,2431
1735,1424
921,1985
1716,744
2469,73
53,1434
346,1684
1900,396
1384,2375
2034,2305
1021,1938
34,924
899,1408
1253,1587
2031,2140
1406,1611
1044,2250
1700,2294
1544,1074
1541,1078
609,2389
2391,1023
1368,1490
1968,2045
2400,274
868,2349
1315,1894
1591,449
1940,2419
215,1350
508,1484
606,1985
1600,1031
177,1279
152,1271
461,1107
2297,744
1131,1203
380,1893
2306,284
1103,1849
1346,2418
668,1898
511,777
2294,1743
958,328
1550,1400
746,1330
649,246
1377,1088
2331,1500
2487,2072
2275,1038
2312,1028
1578,2248
780,1583
1193,2158
877,1773
1224,2465
2141,713
205,1436
2356,2204
1243,1156
1137,2489
1084,2176
180,1490
1374,210
989,1808
590,1309
2309,286
1765,2271
1037,994
889,1784
2030,2253
1631,1722
2309,2035
255,251
236,2161
2387,1219
2209,11
923,2115
501,2163
432,1958
1802,1125
1905,2469
2368,660
1271,924
164,2405
423,1964
376,2307
789,267
1771,1817
1808,813
298,1302
1852,2386
64,2464
1208,765
2371,2252
2365,2206
2343,2066
689,56
2036,2150
89,1349
1649,2315
1230,280
901,2392
2287,911
1577,2119
201,1728
1102,1642
1552,95
2349,1624
2293,1590
1702,1057
1423,512
1646,1127
586,1049
173,1562
307,728
92,1646
957,1710
1664,1788
1948,1296
2045,1812
1108,1473
338,1405
944,2298
2121,2015
1608,36
916,2160
1239,30
2467,64
1061,1094
704,1425
132,154
1114,164
2032,1391
676,1887
657,1297
2199,1810
1013,2286
2143,1852
1111,177
1630,1859
2099,1466
1745,159
1326,2444
1067,951
788,1596
991,87
885,1776
2311,113
241,2157
2392,1035
966,2159
1332,49
891,2199
269,193
623,2388
919,139
1804,1511
1661,2036
135,664
2186,493
2283,1955
372,1376
1223,185
891,816
1048,1347
144,885
2345,1284
660,1381
2342,1996
1419,1516
1988,747
1516,1832
891,1373
738,1681
2414,2474
1123,74
219,1132
2217,1142
735,2092
406,4
763,619
604,1581
325,92
509,1787
1291,1927
350,1697
975,182
800,1914
1648,874
1595,853
1816,826
1032,1897
1601,1864
331,852
956,321
2133,432
1885,996
1726,1464
557,2199
381,1554
2423,11
2354,1550
1707,1053
1079,1774
1372,1428
747,1921
72,211
1478,2297
1132,1864
934,1798
719,832
1372,2370
1041,2252
2357,1611
2251,504
1219,2021
725,1088
253,1651
340,1186
1375,1434
296,1224
2310,1218
2407,330
1900,2327
1797,1879
2142,1753
2416,231
528,2247
1582,491
2344,2424
1850,2391
600,1393
1847,925
162,1684
2344,979
793,1538
477,1081
2369,544
890,518
2076,570
1356,2051
2450,1079
899,758
550,1382
1468,1021
1719,372
1334,786
1940,1875
1541,1312
2188,898
483,1922
796,1617
1518,222
1778,1615
1968,1763
2132,743
1421,519
690,1555
215,1132
2213,1142
927,1150
143,655
902,1412
1625,1393
1296,1471
152,882
2263,316
1775,803
302,292
2238,2358
18,807
1784,1486
327,1843
1028,2401
1371,598
1265,2031
68,1117
1731,1954
534,1986
2144,2159
1862,636
414,2012
1656,887
2275,1316
2409,2042
1349,1284
289,1302
964,1318
1084,267
2247,1850
1896,1281
1893,967
1109,1960
2166,1934
358,2388
401,1521
920,2298
2094,1377
1640,2429
1274,331
889,815
2431,2292
1511,1814
2050,1819
2359,775
2147,1797
1799,1237
1405,1684
192,1720
1718,1967
1871,2207
814,2093
139,99
2206,1698
1121,69
1640,1203
370,2163
1049,1588
404,5
2259,1536
2053,2241
2081,1972
410,2478
2056,1954
1473,1521
1001,1724
1590,1284
873,2353
2290,1749
1230,2455
2112,1953
304,1451
488,76
951,1559
845,48
2243,1126
2137,751
745,2200
67,2468
2218,1148
2352,2182
173,1284
148,1386
388,2361
558,1461
2274,2287
1192,1199
1189,1065
1708,207
2246,2057
1010,1654
698,1556
592,255
1267,2141
2045,1598
1736,1580
1733,1580
520,1600
2461,554
1295,961
2140,111
804,940
1479,1680
2361,1346
335,1846
2121,366
748,769
1410,1308
754,2202
1273,2042
2074,2120
542,1983
807,521
595,1663
1307,1601
2029,56
341,1687
1332,2228
475,1677
1326,2214
1586,903
2205,248
1438,1284
601,259
1742,1494
57,1245
1982,321
769,1507
1198,688
1717,1472
1142,2486
1698,648
1463,1620
732,962
1617,600
953,1263
757,49
1516,1558
2264,586
1935,762
1045,1716
551,1275
844,839
2457,1305
978,465
1994,2497
800,1152
2323,1629
412,1130
1260,733
2161,1613
1241,2467
1188,2430
1129,2170
1006,1329
2298,1750
487,964
1107,163
1626,1393
1757,165
1598,1275
987,97
1107,1596
2201,516
2047,428
968,914
1953,2205
181,2407
2276,1803
2223,268
2117,265
1919,2386
1378,872
315,1446
1875,2264
449,1896
1975,1685
231,1078
1847,2054
1116,2060
1894,1999
1250,1146
678,1523
402,10
2185,1454
1063,184
480,1733
237,2290
2494,1759
1116,1530
2413,1301
2031,495
2450,1313
293,1897
1284,330
1141,857
1097,1411
299,956
502,69
140,504
659,1624
1934,2275
2347,1772
2101,2093
575,704
1719,1063
483,1720
1993,1421
949,1263
1921,2380
1566,322
243,1476
868,2033
1181,1760
377,1850
2079,278
374,306
464,795
508,992
1234,1342
37,162
392,1495
2244,2066
1125,1080
740,1050
2110,1471
1480,977
696,1952
914,2307
2197,2293
668,1374
908,1741
1078,1297
2428,233
1165,1786
799,272
1924,333
2350,2496
130,153
649,1215
1112,171
420,2143
252,1586
1011,2291
805,528
314,93
2222,1490
2027,67
1974,1614
2247,133
2178,908
945,2425
2069,817
1090,1297
2008,276
1609,807
211,2448
1927,461
792,1603
945,1411
1221,186
2315,1070
317,1080
2100,2084
2359,621
755,40
77,108
736,2208
2100,703
621,623
2340,366
1467,327
1199,772
2480,1869
655,986
549,1379
1208,1193
2265,2237
164,967
954,2109
64,1127
2231,2217
1517,454
926,2111
555,47
848,51
11,1997
1777,1618
410,1522
795,2233
2059,829
1908,1843
1836,348
2039,871
717,2252
1755,84
1792,218
1211,1074
2215,519
388,1559
1130,1070
2249,505
2196,208
1967,2444
1030,1737
1457,807
1108,2037
2115,256
1973,311
1954,2209
2140,1909
2380,932
2361,1620
1714,1525
1398,1610
151,109
1555,75
651,1069
804,2173
472,2046
944,1073
1061,1642
1354,1508
1820,61
1329,1534
754,2436
2386,1636
944,604
1845,926
1273,1676
941,1692
916,1746
2029,1826
1042,812
1851,1426
1692,1942
297,587
500,70
2233,1589
1223,2088
2364,613
769,1781
2311,1070
428,122
688,1507
997,1383
2414,315
679,1523
241,707
1382,1846
794,263
372,303
891,1801
1829,893
1095,2179
950,2006
978,187
1098,1644
925,1984
1185,1071
1045,2147
1338,2271
1729,1578
1567,1674
2083,642
325,1157
2401,315
2479,1864
778,1953
513,992
2055,2365
1029,1448
2239,1180
2379,2256
903,1411
259,1132
1107,2076
2354,34
1891,968
1785,1613
588,1759
116,1500
1623,810
44,1248
1012,1314
1132,775
1651,2321
853,1890
1113,1529
2047,858
2198,253
424,678
334,1193
594,1982
2429,2277
1459,1662
69,2472
156,101
1925,2121
2357,532
1060,1099
1431,1788
1512,1568
647,1069
591,927
1350,2036
1557,362
1850,484
2204,1816
1654,2317
2254,934
1141,1246
812,1426
1607,677
274,2150
946,1948
231,2154
1635,2160
2031,517
1443,1124
1256,1783
2210,1983
837,2118
1722,1184
1719,936
659,1390
2012,1849
1834,357
12,1684
2107,622
1619,1245
2054,427
1753,83
324,2125
2372,538
1591,1027
2157,1608
143,1267
1296,1931
1706,1738
1600,857
2088,716
643,1908
1784,2042
2459,807
2138,362
1131,1909
2085,1697
1731,1422
87,2268
2428,503
693,535
1299,1486
1924,571
1165,393
986,2150
1781,1677
1193,1196
252,1880
1031,352
1017,1964
46,934
1918,1974
1653,159
230,2295
1734,1420
1402,1133
498,75
339,1077
2141,2161
320,1083
989,1075
2256,1065
883,1584
571,1714
1606,510
792,1881
1380,1424
2228,1415
889,1499
470,1672
1355,1518
1668,1237
2253,980
2368,2006
2446,697
967,877
1227,1436
658,1765
577,2003
2206,613
2499,509
621,2238
814,1268
658,2120
1540,1086
1208,1471
58,1112
1358,2033
886,2082
1093,1104
761,671
948,2433
1920,2284
1877,2276
761,2356
1805,819
998,1391
1258,732
2193,904
954,1921
1624,1253
1677,1061
1571,574
2243,1586
1027,1564
1596,1115
1423,2281
2352,1618
360,1377
1621,285
1030,2388
2134,711
279,192
1664,2494
1780,1522
2305,2045
73,1581
1457,585
1108,1539
673,1082
1814,527
1376,615
2087,68
1842,2064
2274,589
695,1429
1108,166
117,1605
204,1424
1295,1934
1136,2483
2068,279
1783,1823
1739,349
941,1926
1061,185
363,1370
782,1466
1667,2492
1873,995
879,626
1485,1225
614,1937
860,1786
272,2163
2383,1039
422,1029
1270,2101
2208,1
104,526
2029,1548
969,1550
1957,2219
807,1606
1951,2085
1220,2097
456,2431
2314,1209
1510,899
1145,1997
101,367
1139,2179
654,995
1832,2331
297,1306
573,721
707,835
1000,2007
1938,751
1636,1188
2255,459
794,529
322,2114
598,1579
688,52
1642,1537
1048,2144
1670,549
1444,1739
1142,1236
660,186
791,1916
1098,1414
2261,983
1022,1910
1648,2305
1310,1907
978,1288
2108,2490
975,880
1157,656
1620,1602
2401,77
2348,972
1528,1562
1682,1053
2161,1049
513,714
1813,822
284,2359
1794,2366
1322,1011
1891,1278
847,828
2111,1464
1679,2486
915,2300
2145,2294
1238,22
2139,2168
909,2126
1794,1512
1266,1595
1713,1272
2404,2124
753,2284
2382,2420
2120,1691
1353,761
1629,1392
156,883
415,2474
1440,2332
493,1250
1691,1877
1512,1814
787,2215
1825,347
2463,1370
1041,340
619,864
2098,698
471,1083
2363,546
1110,1642
831,1119
2444,1077
1919,572
1538,1107
162,978
212,2453
990,1588
499,2171
547,2185
1937,163
1672,1788
2101,1831
865,1854
2494,2310
1828,723
1722,1466
2104,2492
1809,1693
1097,1967
762,2134
622,1938
433,1950
756,2432
793,2234
1641,1194
271,1126
1362,445
2207,1268
1700,1729
1228,1046
411,2487
2037,116
974,190
2391,1512
1278,328
874,2350
628,1897
1253,2394
146,883
1750,1482
846,1672
893,2395
1725,1468
821,1722
1081,1105
662,1782
2272,1043
1056,1101
2422,5
1206,2035
302,1025
821,2079
246,1479
1005,574
174,2420
1408,1694
1837,479
1265,1197
1159,247
2350,337
1793,1881
2375,1798
1887,1285
674,1771
808,1353
2116,1954
1433,1463
2384,1222
699,545
1268,2102
1508,1637
1734,523
473,480
2166,683
1868,2236
339,1483
1927,1825
2097,1821
811,457
1134,1869
2468,1932
1043,1590
1961,1119
1489,1690
1090,2191
792,522
2075,566
2128,1640
1174,911
1327,2239
1933,1926
1252,2263
727,1263
1540,1300
733,1222
770,1392
1227,2376
2078,1609
1964,1759
1023,1549
1805,605
1699,1062
2131,1645
488,1166
435,393
954,1691
1989,1425
2458,886
979,196
1908,1383
1027,1906
536,1847
845,1299
1105,1850
1945,2416
1543,1167
932,69
720,963
2489,2265
2427,81
2065,566
1780,1736
307,1229
441,2243
1030,1189
957,1179
1842,919
832,832
154,884
1708,1004
592,1308
520,701
829,1709
670,1779
1555,1655
1998,605
2361,541
1507,1090
1733,2212
2023,58
941,2288
160,711
1061,595
2171,2182
1686,78
272,2393
132,661
1301,1849
2492,2315
132,2312
1655,1372
1067,2015
163,2177
1789,1866
428,2283
2383,2259
751,51
403,11
1438,33
1313,1452
1583,1205
2052,430
2345,444
972,915
2186,2040
813,1425
2236,2351
732,1255
953,1994
1522,1709
950,2434
738,1180
166,1693
1497,1669
2102,687
1229,198
2130,2480
551,478
1810,533
1807,1519
2083,174
2376,164
797,2438
16,2001
2127,1645
256,1120
110,1765
956,1321
1366,1764
1519,1830
1991,1299
356,2393
1500,1326
557,1343
1006,2295
1126,1456
538,1977
1101,1410
2245,2059
2292,1602
697,536
2379,1033
418,1035
1732,528
803,1616
2086,684
0,1495
1328,1317
1409,1296
694,1818
1819,813
2441,2288
368,2164
694,2401
1629,1114
1925,1693
2251,973
1281,1122
1604,1116
2073,561
1512,1036
2313,226
1350,448
1331,2232
1654,146
678,2353
1822,1362
2497,510
2444,1315
600,265
2232,2345
2034,1772
53,1249
1437,1397
1381,1427
597,1508
1515,161
162,2179
2254,1129
703,540
1588,1626
790,2233
371,95
2210,1491
78,43
34,149
1334,1978
1959,1421
1468,488
2216,1492
2076,2440
1253,1850
640,1853
1209,1468
2260,2252
1128,1196
280,188
2082,1928
2319,1633
2397,1581
1909,2128
2079,565
2372,1729
1865,2202
2328,1447
777,854
2459,275
1572,315
249,1831
1206,1733
389,2356
2484,1862
87,367
1371,1790
1915,2045
1952,1121
1480,1678
2378,1636
587,712
986,247
1159,1606
1352,2049
1103,1536
1553,1279
121,1614
2116,1688
1665,2493
1868,1692
2384,940
805,2014
2487,2323
2275,825
2222,272
1665,1818
724,1250
618,813
1190,1823
1134,2477
1014,1663
1115,2048
2033,1541
401,6
2256,1541
2097,1543
27,76
546,1236
967,321
842,1670
596,1985
1587,484
2259,984
1902,2051
2284,1149
842,61
2418,11
2415,2481
1492,983
549,1606
1568,1938
1983,1423
664,676
2346,975
1339,1328
1023,1851
2053,179
2078,286
1311,1854
1230,1930
795,1915
214,2449
1724,2204
1774,1735
1186,1076
2243,2078
1320,1022
605,108
1504,1631
1495,1607
2243,635
605,1777
1864,2198
667,1490
823,2326
1948,2339
2427,1895
1058,2029
2065,280
466,797
957,1445
1164,917
1457,101
2374,2185
463,2040
514,1490
1814,59
1708,730
1030,1002
1911,1533
1429,23
1304,1476
2271,2299
1401,1600
1998,183
1633,1857
1783,1523
1714,726
179,2407
729,1260
782,1894
1586,2248
1739,1426
1167,1957
1460,721
95,2152
76,224
595,1136
888,1510
316,599
2364,2204
2049,2244
1282,1120
2233,1403
1226,878
1360,436
2071,827
2258,990
297,1894
1019,1853
1611,813
1904,1841
1745,2419
297,2243
972,185
1232,2466
953,2119
1073,1634
900,2010
891,971
409,2017
925,2105
573,2127
1564,620
2317,1229
838,2109
2261,1531
1773,1678
2105,2495
1026,1195
710,1856
1545,361
950,1267
2217,1917
1104,2043
2457,782
2127,1915
791,2270
685,2359
1210,1474
981,2148
1101,519
875,1569
1913,1537
772,1785
1841,976
2161,2130
2158,234
1707,939
381,1321
19,794
1972,317
2354,1287
962,1494
1481,382
822,2322
1651,886
2423,2407
2307,1211
1679,1946
2164,686
563,1458
228,1075
2086,2173
809,458
131,722
424,1640
541,899
209,1434
1060,949
1378,1840
613,2409
1844,1273
2170,769
